letra,duração,exibições
"[['O que é da casa, é da casa, eu tô na veia, eu tô na área, meu irmão', 'Xota da Índia massakou pau dentro do veneno do cão', 'Não vou ficar explicando não', 'Basta tu prestar mais atenção', 'Tu vai em festa que só entra quem não presta', 'Olha pra cara do sujeito e quer saber se o cara manda bem', 'Ele te prova quem é, mostrando a base que tem', 'Vagabundo do skate não tem pra ninguém'], ['Não tem pra ninguém'], ['É bem por isso, tu vai encontrar', 'Charlie Brown on the house, meu irmão, qual é, que há?', 'É bem por isso, tu vai perceber', 'Que o que é da casa, ladrão, lá alguém sempre vai levar'], ['Lá alguém sempre vai levar']]",274,134893
"[['Como era difícil acreditar que ia chegar onde estou', 'Que minha vida ia mudar, e mudou', 'Dificuldade então', 'Passava eu, meu pai, minha família e meus irmãos', 'Sem perceber larguei a escola e fui pra rua aprender'], ['Andar de skate e tocar, é', 'Corri pra ver o mar', 'Fui atrás do que quis, é', 'Sabia, só assim, podia ser feliz', 'Eu quero ser feliz', 'Quem não quer ser feliz, me diz?'], ['Então é preciso chegar em algum lugar', 'Ter algo bom pra comer', 'E algum lugar pra se morar', 'Satisfeito, então'], ['Eu faço a preza pros irmão', 'Consciente, pé no chão', 'Daqui nada se leva', 'De coração eu faço a preza'], ['Existe sempre um outro jeito de se poder chegar', 'Existe sempre um outro jeito de se poder chegar', 'Existe sim sangue bom'], ['Sempre sonhei em fazer um som que fosse a cara', 'E então poder chegar em algum lugar', 'Ver a garota sorrir', 'A galera pular', 'A multidão a me chamar', 'Ah, que lindo está, yeah'], ['Dizem que ele é bom', 'Também mostro quem eu sou', 'Aquele mano se ligou', 'Se ele não, demorou', 'Os manos ali detrás', 'Pode ensinar você'], ['Dizem que ele é bom', 'Também mostro quem eu sou', 'Aquele mano se ligou', 'Se ele não, demorou', 'Os manos ali detrás'], ['Dei um trocado prum pivete no farol', 'Olhei pro lado, tava o pai', 'Pensei: Velho filha da puta, explorador!', 'Mas vai saber, sei lá', 'Cada um tem sua história', 'Eu tô aqui pra aprender, não pra julgar', 'Quem pode me julgar? Quem?', 'Pelo menos desde cedo o pivete vai aprender a se virar (ah vai)'], ['E graças a Deus, eu não tive um pai assim', 'Meu pai, um grande homem', 'Me ensinou como ser homem também', 'Longe do velho eu passei fome', 'Isso é passado, amém', 'Mas eu tive quem sempre olhou por mim'], ['Existe sempre um outro jeito de se poder chegar', 'Existe sempre um outro jeito de se poder chegar', 'Existe sempre um outro jeito de se poder chegar', 'Existe sim, sim eu sei'], ['Sempre sonhei em fazer um som que fosse a cara', 'E então poder chegar em algum lugar', 'Ver a garota sorrir', 'A galera pular', 'A multidão a me chamar', 'Ah, que lindo está, yeah'], ['Dizem que ele é bom', 'Também mostro quem eu sou', 'Aquele mano se ligou', 'Se ele não, demorou', 'Os manos ali detrás', 'Pode ensinar você'], ['Dizem que ele é bom', 'Também mostro quem eu sou', 'Aquele mano se ligou', 'Se ele não, demorou', 'Os manos ali detrás', 'Pode ensinar você', 'O preço']]",197,977622
"[[""C'mon C'mon C'mon, Yeah!"", 'Charlie Brown Júnior!'], ['Eles não entendem, não vão descobrir', 'Dominado pela má vontade', 'Tira esse cara de perto de mim!', 'Meu compadre, o que tu faz não presta à ninguém,', 'Ninguém vai consumir', 'Não se queixe da falta do peixe', 'Não deixe o mar te engolir, yeah!'], ['Eles não entendem, não vão descobrir', 'Dominado pela má vontade', 'Tira esse cara de perto de mim!', 'Meu compadre, o que tu faz não presta à ninguém,', 'Ninguém vai consumir', 'Não se queixe da falta do peixe', 'Não deixe o mar te engolir, yeah!'], ['Não deixe o mar te engolir', 'Não deixe o mar te engolir', 'Não deixe o mar te engolir', 'Não deixe o mar te engolir'], ['ohhh!', 'yeah!', 'ohhh!'], ['Acabei de ver mais um cachorro na estrada', 'Dor de cabeça, garganta ressecada', 'Sinto saudades da minha família', 'Mas a vontade de tocar e crescer é mais forte,', 'É mais forte em mim agora', 'O bom é saber que não se pode entender,', 'Se perder e se achar pra poder se entender,', 'Tem que saber chegar, tem que esperar sua vez', 'Tem que saber chegar, tem que esperar sua vez'], ['Não deixe o mar te engolir', 'Não deixe o mar te engolir', 'Não deixe o mar te engolir', 'Não deixe o mar te engolir'], ['Não deixe o mar te engolir', 'Não deixe o mar te engolir', 'Não deixe o mar te engolir', 'Não deixe o mar te engolir, oh!'], ['Se você busca um algo mais', 'Eu também não tenho a solução', 'Mas o que eu posso te garantir', 'É que nada se constrói parado irmão, yeah'], ['(Eu também não tenho a solução)'], ['Ouviram os tiros, ouviram os gritos', 'Todos pensaram que ele havia morrido', 'Os meus olhos se fechavam', 'Pensamentos se voltavam para um homem', 'Que ganhava os jornais mas perdia a sua alma'], ['Ouviu-se o estouro da champanhe francesa,', 'Lagosta, caviar, cocaína sobre a mesa,', 'Eu não te vi, tu não me viu', 'Porque eu estava bem mais perto', 'Do que aquele que pensava', 'Que era mais esperto do que eu, ha ha'], ['Você sorri você diz que a vida é bela,', 'Mas quem anda por aqui conhece o tranco da favela', 'Meu escritório é na praia eu tô sempre na área', 'Mas eu não sou da sua laia seu cuzão'], ['Quem corre atras tá ligado qual é o preço', 'Não cresce o olho no que é dos outros', 'Não é só mais um sonho, hoje eu vivo na estrada', 'Se não souber de rima aqui não é nada'], ['Não deixe o mar te engolir', 'Não deixe o mar te engolir', 'Não deixe o mar te engolir', 'Não deixe o mar te engolir'], [""C'mom!"", ""C'mom!"", ""C'mom!"", ""C'mom!""], ['Ouviu-se um nome conhecido sobre novas ideias', 'Cinco caras de Santos, como partem a nova era', 'Toda noite, toda parte', 'A galera vem mostrar qual é a arte', 'Qual é a arte então, yeah'], ['Sua própria vida lhe ensinou a caminhar', 'Com as próprias pernas, yeah', 'Resta agora você se livrar do mal', 'Que te corrói e te destrói, yeah'], ['É preciso combater os inimigos', 'Que também são internos,', 'Porque somos adultos, mas quase sinceros', 'Charlie Brown Junior!']]",309,305134
"[['Hoje de noite deixe a porta aberta', 'Eu quero entrar', 'Nunca estarei pensando em algo mau', 'Pra nós dois'], ['Depois daquela noite, eu resolvi não olhar pra trás', 'Nunca duvidar, não subestimar', 'Nunca ser tão, tão legal', 'Tão legal yeah'], ['Nunca estarei pensando em algo mau pra ninguém', 'Hoje de noite deixe a porta aberta eu quero entrar', 'Não olhar pra trás, nunca duvidar, não subestimar... yeah'], ['Depois daquela noite, eu resolvi não olhar pra trás', 'Nunca duvidar, não subestimar', 'Nunca ser tão, tão legal', 'Tão legal yeah'], ['O que envelhece há muito tempo', 'É rumo errado, está na mão de quem te julga', 'Vá tome um gole mas, por isso nunca implore', 'Dê um jeito, se vire, providencie e se crie', 'Não fique parado, interfira nos fatos', 'Preste atenção na sua história', 'Pense nos seus atos, porque dinheiro nunca foi superioridade', 'Tanto frango endinheirado infeliz pela cidade', 'Dinheiro nunca foi superioridade'], ['Menininha de família, pai promíscuo e mãe otária', 'Se apaixona pelo mundo que rola na minha área', 'Eu já vi muito disso, eu já passei por isso', 'Ha! ha! pega nada, eu já passei por isso!'], ['Depois daquela noite, eu resolvi não olhar pra trás', 'Nunca duvidar, não subestimar', 'Nunca ser tão, tão legal', 'Tão legal yeah'], ['Não olhar pra trás, nunca duvidar, não subestimar yeah', 'Não olhar pra trás, nunca duvidar, não subestimar yeah'], ['Depois daquela noite, eu resolvi não olhar prá trás', 'Não subestimar, nunca duvidar', 'Nunca ser tão, tão legal, tão legal.']]",160,172948
"[['Bons aliados!', 'Curtindo o efeitoNão tem flagranteNem documentoQualquer viagem pro alémDeve ser bem planejadaExperiência e vivência sobre a realidade'], ['Eu não fiz nada', 'Não tenho nada', 'Não quero nada', 'Então me diz, meu irmão', 'Qualé, qualé a parada?', 'Não devo nada', 'Não falo nada', 'Não cola, não', 'Não pega nada, não!'], ['Não pega nada, não', 'Bons aliados, na moral', 'Sem flagrante no local', 'Raimundos, Charlie Brown!'], ['Two, one, two, one', 'Yeah'], ['Bons aliados!', 'Fazem bem feito', 'De Santos no Cerrado', 'Eu, mantenho respeito', 'Lá vem os homens com fome, rapaz', 'E querem me levar', 'Mas eu não tô com flagrante'], ['Eu não fiz nada', 'Não tenho nada', 'Não quero nada', 'Então me diz, meu irmão', 'Qualé, qualé a parada?', 'Não devo nada', 'Não! Não falo nada', 'Não cola, não', 'Não pega nada, não!'], ['[Diálogo]'], ['De onde vem?', 'Quem são?', 'Onde estavam?', 'Pra onde vão?', 'Yeah!'], ['De onde vem? Quem são?', 'De onde vem? De onde vem?', 'Pra onde vão?', 'Quem são?!'], ['De onde vem? Quem são?', 'De onde vem? De onde vem?', 'Pra onde vão?'], ['Esse som é meio esquisito', 'Esse som é meio esquisito yeah'], ['You look for destruction', ""'Cause today you feel so low yeah"", 'Vou te levar, yeah!', 'If you look for destruction', ""'Cause today you feel so low yeah"", 'Vou te levar yeah!'], ['Não tenho nada', 'Não quero nada', 'Então me diz', 'Qualé que é', 'Então me diz, meu irmão', 'Qualé, qualé a parada?', 'Não devo nada', 'Não falo nada', 'Não cola, não', 'Não pega nada, não!', 'Ugh!']]",144,114680
"[['Sonhei que roubava um carro', 'Sem saber, inconsciente pra onde ia', 'Mas o sonho me levava', 'Pra uma praia, aparentemente, desconhecida'], ['Fugindo da polícia!', 'Fugindo da polícia!'], ['Estava com meu pai e meu irmão mais velho', 'Precisávamos de alguns espelhos'], ['Fugindo da polícia!', 'Fugindo da polícia!'], ['Em que sonho estará a verdade', 'Que fala dos males que cerca o lugar?', 'Em que sonho, eu sonhei com a sede de um dia', 'De um dia poder te vingar?', 'Você veio, espalhou tua lama, aumentou minha fama', 'A batida secou o lugar', 'Sede que acende e adrena na veia', 'Me levam pra onde eu quiser estar!'], ['Sonhei que roubava um carro', 'Sem saber, inconsciente, pra onde ia', 'Mas o sonho me levava', 'Pra uma praia, aparentemente, desconhecida'], ['Fugindo da polícia!', 'Fugindo da polícia!'], ['Em que sonho estará a verdade', 'Que fala dos males que cerca o lugar?', 'Em que sonho, eu sonhei com a sede de um dia', 'De um dia poder te vingar?', 'Você veio, espalhou tua lama, aumentou minha fama', 'A batida secou o lugar', 'Sede que acende e adrena na veia', 'Me levam pra onde eu quiser estar!'], ['Fugindo da polícia', 'Fugindo da polícia', 'Fugindo da polícia', 'Fugindo da polícia', 'Wooooooooooooow', 'Fugindo da polícia!', 'Fugindo da polícia!', 'Fugindo da polícia!', 'Fugindo da polícia!', 'Wow']]",173,33320
"[['Dia 9 de abril de 1999 Charlie Brown Junior disco dois', 'União e paz. Do lado leste da periferia de São Paulo', 'DRR São Matheus pra vida, HC, CH, DMC, homens crânios', 'Charlie Brown Junior, Radjja de Santos (Silêncio)'], ['Diretamente pra vocês', 'Entrei em cena, qual é o problema?', 'Do hip hop, do reggae, do ragga, do rock, não tem stop', 'Passando a mensagem pros manos, nada de engano', 'Só proceder, a nossa firma é forte e você pode crer', 'Sou anti paga pau, meu dilema nacional', 'Me apresento sou Radjja da familia Charlie Brown'], ['Eles não entendem, não vão descobrir', 'Dominado pela má vontade', 'Tire esse cara de perto de mim', 'Não compare o que tu faz não peça pra ninguém', 'Ninguém vai consumir', 'Não se queixe da falta do peixe', 'Não deixe o mar te engolir yeah'], ['É HC que chega assim que chega pra manter a letra', 'Letra é A, a banca é classe A, aqui quem fala é HC', 'HC, HC, HC, HC, revolucionário a letra fica pra você', 'Não perde o clima o crime é o crime, crime é organizado', 'Do lado leste HC revolucionário contra', 'A burguesia que nos aponta como marginal', 'Homens criminal, mentes criminal', 'Lavagem cerebral, morte cerebral', 'Sistema central, cerebral', 'É trilha sonora do gueto de leste, oeste, norte, sul', 'O negro De menos crime, sou sobrevivência', 'Olha a carência'], ['Por aqui, por alí, só sangue que se vê', 'Resulta a periferia quem não acredita', 'Confira quem não acredita', 'Confira para ver para ver'], ['Não tem flagrante não, não tem flagrante não', 'Já bolou acendeu virou fumaça', 'Subiu prá cuca Fim do Silêncio, De Menos Crime', 'Não deixa a goela', 'Malandro que é malandro', 'Sempre segue o ritmo da favela', 'E daí como é que é?', 'Ha, Ha, Ha, fogo na bomba', 'Bebida, química, nada disso ameniza', 'Prefiro ficar na brisa', 'Sem desarrumar', '1, 2, passa a bola ladrão quer fumar', '1, 2, sem marcar, rapaziada firmeza', 'Queima o seu e fica a pampa.', 'Sem armas, sem drogas']]",179,105929
"[['Seu perfume é sua maresia', 'Ia pra pista andar de skate todo dia', 'Com os manos de fé em boa companhia', 'Aquele velho carteado, minhas manobrinhas'], ['Foi então que eu vi a garota ali', 'sentada ali no maior style eu decidi dividir', 'Não ser o melhor nem pior', 'se aproximar de alguém', 'Faço o que quero, quando quero e até que vivo bem'], ['Mas e aí, então não se desespere não', 'vá até uma banca e compre uma revista Thrasher irmão', 'Mas e aí, então não se desespere não', 'vá até uma banca e compre uma revista Thrasher irmão', '(Não se desespere, não)', '(Não se desespere, não)', '(Não se desespere, não)'], ['Quem tá de fora do trampo', 'Nem arrisque um palpite, eu conheço a parada nem cheguei no limite'], ['Foi então que eu vi a garota ali', 'sentada ali no maior style eu decidi dividir', 'Não ser melhor nem pior', 'em se aproximar de alguém', 'Faço o que quero, quando quero e até que vivo bem'], ['Mas e aí, então não se desespere não', 'vá até uma banca e compre uma revista Thrasher irmão', 'Mas e aí, então não se desespere não', 'vá até uma banca e compre uma revista Thrasher irmão'], ['Mas e aí, então não se desespere não', 'vá até uma banca e compre uma revista Thrasher irmão', 'Mas e aí, então não se desespere não', 'vá até uma banca e compre uma revista Thrasher irmão'], ['Seu perfume é sua maresia', 'Ia pra pista andar de skate todo dia', 'Com os manos de fé em boa companhia', 'Aquele velho carteado, minhas manobrinhas!']]",155,78252
"[['Eis que a tal da voz predominou', 'Pois tinha algo a dizer', 'Eis que um sonho novo se realizou', 'O que dá mais prazer (yeah)'], ['Não vou mudar, as coisas é que vão mudar', 'Não vou mudar não, as coisas é que vão.', 'Só vão mudar, as coisas é que vão mudar', 'Não vou mudar não, as coisas é que vão. Só vou mudar...'], ['Por todos os lados... em todos os aspectos'], ['Eu digo três, três, três.', 'Três vezes eu achei, que ele iria aceitar', 'Quase me matei, eu comigo pensei:', '""Se ele não aceitar, o que posso fazer? é o que falei""'], ['Antigamente todos me tratavam mal', 'Não sou mais um marginal (yeah)', 'Mas se estar á margem for negar o que não me convém', 'Então eu sou marginal (yeah)'], ['Não vou mudar não, as coisas é que vão mudar', 'Não vou mudar não, as coisas é que vão.', 'Só vão mudar, as coisas é que vão mudar', 'Não vou mudar não, as coisas é que vão. Só vou mudar...'], ['Não vou mudar, as coisas é que vão mudar', 'Não vou mudar não, as coisas é que vão.', 'Só vão mudar, as coisas é que vão mudar', 'Não vou mudar não, as coisas é que vão. Só vou mudar...', 'Só vão mudar... (só vão mudar)', 'Só vão mudar... (só vão mudar)', 'Só vão mudar... (só vão mudar)', 'Só vão mudar... (só vão mudar)'], ['Pois tinha algo a dizer...']]",148,159988
"[['Me dê motivos pra sonhar', 'Ou deixe-me só', 'Pra pensar, como seria bom', 'Se fôssemos livres de verdade'], ['Me dê motivos pra sonhar', 'Ou deixe-me só', 'Pra pensar, como seria bom', 'Se fôssemos livre de verdade'], ['Mas qualquer dúvida, espere', 'Até ouvir falar de nós', 'Qualquer dúvida, espere', 'Ouvir falar de nós', 'Qualquer dúvida, você', 'Vai ouvir falar de nós', 'Mantenha a dúvida, espere', 'Até ouvir falar de nós', 'Fique ligado'], ['Me dê motivos pra sonhar', 'Ou deixe-me só', 'Pra pensar, como seria bom', 'Se eu fosse livre de verdade', 'Me dê motivos pra sonhar', 'Ou deixe-me só', 'Pra pensar, como seria bom', 'Se eu fosse livre de verdade'], ['Mas qualquer dúvida, espere', 'Até ouvir falar de nós', 'Qualquer dúvida, espere', 'Ouvir falar de nós', 'Qualquer dúvida, você', 'Vai ouvir falar de nós', 'Mantenha a dúvida, espere', 'Até ouvir falar de nós', 'Fique ligado'], ['Eles testam você', 'Como se fosse tudo em vão!', 'Eles testam você', 'Como se fosse tudo em vão!', 'Testam você', 'Como se fosse tudo em vão'], ['Mas qualquer dúvida, espere', 'Até ouvir falar de nós', 'Qualquer dúvida, espere', 'Ouvir falar de nós', 'Qualquer dúvida, você', 'Vai ouvir falar de nós', 'Mantenha a dúvida, espere', 'Até ouvir falar de nós', 'Fique ligado!']]",184,102239
[],153,15599
"[['Você odeia qualquer um que tire de você', 'A atenção que você acha que tem que ser só sua', 'Você odeia qualquer um que tire de você', 'A atenção que você acha que tem que ser só sua'], ['Atitudes erradas, promessas não cumpridas', 'É só o que compõe a sua história mal escrita', 'Atitudes erradas, promessas não cumpridas', 'É só o que compõe a sua história mal escrita'], ['E com o tempo a vida vai te dando um tapa vai tentando lapidar', 'Mas, mas você diz não está entendendo, que não dá sorte', 'Que está sofrendo, que não dá sorte, que está sofrendo'], ['Atitudes erradas, promessas não cumpridas', 'É só o que compõe a sua história mal escrita', 'Atitudes erradas, promessas não cumpridas', 'É só o que compõe a sua história mal escrita'], ['Eu mergulhei fundo tomei de tudo', 'Pra tentar chegar ao fim de um poço', 'De um mundo sujo, que só me impõe', 'Princípios, objetos, valores falidos', 'Princípios, objetos de valores falidos'], ['Recrimina as pessoas, fala mal dos amigos', 'Vítima da própria existência', 'Recrimina as pessoas, fala mal dos amigos', 'Vítima da própria existência'], ['Você odeia qualquer um que tire de você', 'A atenção que você acha que tem que ser só sua', 'Você odeia qualquer um que tire de você', 'A atenção que você acha que tem que ser só sua'], ['Atitudes erradas, promessas não cumpridas', 'É só o que compõe a sua história mal escrita', 'Atitudes erradas, promessas não cumpridas', 'É só o que compõe a sua história mal escrita'], ['E com o tempo a vida vai te dando um tapa vai tentando lapidar', 'Mas, mas você diz não está entendendo, que não dá sorte', 'Que está sofrendo, que não dá sorte, que está sofrendo'], ['Eu mergulhei fundo tomei de tudo', 'Pra tentar chegar ao fim de um poço', 'De um mundo sujo, que só me impõe', 'Princípios, objetos, valores falidos', 'Princípios, objetos de valores falidos'], ['Recrimina as pessoas, fala mal dos amigos', 'Vítima da própria existência', 'Vítima, vítima da própria existência', 'Vítima, vítima'], ['Eu mergulhei fundo tomei de tudo', 'Pra tentar chegar ao fim de um poço', 'De um mundo sujo, que só me impõe', 'Princípios, objetos, valores falidos', 'Princípios, objetos de valores falidos'], ['Recrimina as pessoas, fala mal dos amigos', 'Vítima da própria existência', 'Vítima'], ['Science!']]",242,143494
[],84,12056
"[['Olha só quem voltou', 'Movimento de valor', 'Que mostrou o que sabia', 'Se ligou que agora é dia', 'Que é o sol, que ele brilha', 'Vou juntar toda a família', 'Junto os manos, a gataria', 'Festa boa vai rolar'], ['A grande volta', 'Que serviu pra dar um gás agora sim', 'Skaton na veia e ibiraboys é coisa assim', 'A grande volta que serviu pra dar um gás agora sim', 'Skaton na veia e ibiraboys é coisa assim'], ['O mel no lábio que resseca a boca', 'O mel na boca que te deixa louca', 'O mel no lábio que resseca a boca', 'O mel na boca que te deixa louca'], ['Olha só quem voltou', 'Movimento de valor', 'Que mostrou porque sabia', 'Se ligou que agora é dia', 'Que é o sol, que ele brilha', 'Vou juntar toda a família', 'Junto os manos, a gataria', 'Festa boa vai rolar'], ['A grande volta', 'Que serviu pra dar um gás agora sim', 'Skaton na veia e ibiraboys é coisa assim', 'A grande volta que serviu pra dar um gás agora sim', 'Skaton na veia e ibiraboys é coisa assim'], ['O mel no lábio que resseca a boca', 'O mel na boca que te deixa louca', 'O mel no lábio que resseca a boca', 'O mel na boca que te deixa louca'], ['Tcharroladron! Tcharroladron!'], ['O mel no lábio que resseca a boca', 'O mel na boca que te deixa louca', 'O mel no lábio que resseca a boca', 'O mel na boca que te deixa louca'], ['Que te deixa louca', 'Que te deixa louca', 'Que te deixa louca', 'Que te deixa louca!']]",139,180829
