letra,duração,exibições 
"[['Longe de você eu enlouqueço muito mais', 'Eu vivo na espera de poder viver a vida com você', 'Vejo pessoas sem saberem pra onde o mundo vai, e eu', 'Conto as horas para estar com você'], ['Longe de você eu preciso de algo mais', 'Eu vivo na espera de poder viver a vida com você', 'Vejo pessoas sem saberem pra onde o mundo vai', 'Eu conto as horas para estar com você'], ['Que mundo é esse que ninguém entende um sonho?', 'Que mundo é esse que ninguém sabe mais amar?', 'Pra tanta coisa que faz mal eu me disponho', 'Quando eu te vejo eu começo a sorrir', 'Eu começo a sorrir'], ['Não quero desperdiçar a chance de ter encontrado você', 'Hoje o que eu mais quero é fazer você feliz', 'Vejo as pessoas e sei que juntos nós podemos muito mais', 'Eu vivo na espera de poder viver a vida com você'], ['Que mundo é esse que ninguém entende um sonho?', 'Que mundo é esse que ninguém sabe mais amar?', 'Pra tanta coisa que faz mal eu me disponho', 'Quando eu te vejo eu começo a sorrir', 'Eu começo a sorrir'], ['Molduras boas não salvam quadros ruins', 'Eu procurei a vida inteira sem saber bem pelo que', 'Mas se pelo menos você estivesse aqui', 'Eu conto as horas pra estar com você', 'Eu estive lá na sua presença', 'Só pra saber o que você diria sobre nós', 'O que te diz mais?', 'O que te diz mais?']]",204,4409713
"[['De skate eu vim, de skate eu vou', 'É desse jeito assim que eu sou', 'É o que eu sei, é o que eu quero, é o que gosto, é o que faço!'], ['Meu nome é Chorão', 'Eu sou linha de frente', 'Mas esqueço do mundo quando ando de skate', 'De vez em quando eu vou pro baile que é pra sola gastar', 'Eu trabalho pra caralho, mas nasci pra vadiar', 'Porque é bem assim que eu sou', 'O maloqueiro que virou', 'Seu castelo de areia, o vento levou', 'Muitos sabem quem eu sou, mas poucos me conhecem', 'Mas mulher que eu já catei, pode crer que não me esquecem', 'Vencer na vida não é fácil num mundo decadente', 'Um milhão de recalcados pra puxar o seu tapete', 'Mas do jeito que eu vim é do jeito que eu vou', 'É como vivo, como ando, como penso, como sou!'], ['De skate eu vim', 'De skate eu vou'], ['De skate eu vim', 'De skate eu vou, é do jeito que eu sou!'], ['De skate eu vim', 'De skate eu vou'], ['De skate eu vim', 'Di-sk8 eu vou'], ['Tamo aí vivendo a vida', 'Seguindo meu instinto, protegendo minha família', 'Skate é minha cara, música é minha vida', 'Me deu tudo o que eu tenho', 'E o que eu tenho tem valor', 'Pode crer que o bom malandro', 'Também foi meu professor', 'Eu não sou otário, aprendi a lição', 'A sintonia faz o sangue, o sangue faz o irmão', 'Vem comigo então, não liga pra eles não', 'Nós somo tudo maloqueiro, eles são tudo cuzão', 'Eu sou do tempo do skate, do nem fama nem glória', 'Quem não conhece o passado', 'Não tá ligado na história', 'Tenho skate no sangue, tenho skate na memória, aê... Diz pra mim'], ['Se você quer minha amizade', 'Vai ter que provar pra mim', 'Quem é você de verdade', 'Se vamos juntos até o fim', 'Porque eu não quero do meu lado', 'Alguém que não confia em mim, não', 'Porque eu não quero do meu lado', 'Alguém que não confia em mim, não'], ['Se você quer minha amizade', 'Vai ter que provar pra mim', 'Quem é você de verdade', 'Se vamos juntos até o fim', 'Porque eu não quero do meu lado', 'Alguém que não confia em mim, não', 'Porque eu não quero do meu lado', 'Alguém que não confia em mim, não'], ['De skate eu vim', 'De skate eu vou', 'De skate eu vim', 'De skate eu vou'], ['De skate eu vim', 'De skate eu vou, é do jeito que eu sou'], ['De skate eu vim', 'De skate eu vou'], ['De skate eu vim', 'De skate eu vou'], ['Charlie Brown, Santos'], ['De skate eu vim', 'De skate eu vou']]",201,192812
"[['De skate eu vim, de skate eu vou', 'É desse jeito assim que eu sou', 'É o que eu sei, é o que eu quero, é o que gosto, é o que faço!'], ['Meu nome é Chorão', 'Eu sou linha de frente', 'Mas esqueço do mundo quando ando de skate', 'De vez em quando eu vou pro baile que é pra sola gastar', 'Eu trabalho pra caralho, mas nasci pra vadiar', 'Porque é bem assim que eu sou', 'O maloqueiro que virou', 'Seu castelo de areia, o vento levou', 'Muitos sabem quem eu sou, mas poucos me conhecem', 'Mas mulher que eu já catei, pode crer que não me esquecem', 'Vencer na vida não é fácil num mundo decadente', 'Um milhão de recalcados pra puxar o seu tapete', 'Mas do jeito que eu vim é do jeito que eu vou', 'É como vivo, como ando, como penso, como sou!'], ['De skate eu vim', 'De skate eu vou'], ['De skate eu vim', 'De skate eu vou, é do jeito que eu sou!'], ['De skate eu vim', 'De skate eu vou'], ['De skate eu vim', 'Di-sk8 eu vou'], ['Tamo aí vivendo a vida', 'Seguindo meu instinto, protegendo minha família', 'Skate é minha cara, música é minha vida', 'Me deu tudo o que eu tenho', 'E o que eu tenho tem valor', 'Pode crer que o bom malandro', 'Também foi meu professor', 'Eu não sou otário, aprendi a lição', 'A sintonia faz o sangue, o sangue faz o irmão', 'Vem comigo então, não liga pra eles não', 'Nós somo tudo maloqueiro, eles são tudo cuzão', 'Eu sou do tempo do skate, do nem fama nem glória', 'Quem não conhece o passado', 'Não tá ligado na história', 'Tenho skate no sangue, tenho skate na memória, aê... Diz pra mim'], ['Se você quer minha amizade', 'Vai ter que provar pra mim', 'Quem é você de verdade', 'Se vamos juntos até o fim', 'Porque eu não quero do meu lado', 'Alguém que não confia em mim, não', 'Porque eu não quero do meu lado', 'Alguém que não confia em mim, não'], ['Se você quer minha amizade', 'Vai ter que provar pra mim', 'Quem é você de verdade', 'Se vamos juntos até o fim', 'Porque eu não quero do meu lado', 'Alguém que não confia em mim, não', 'Porque eu não quero do meu lado', 'Alguém que não confia em mim, não'], ['De skate eu vim', 'De skate eu vou', 'De skate eu vim', 'De skate eu vou'], ['De skate eu vim', 'De skate eu vou, é do jeito que eu sou'], ['De skate eu vim', 'De skate eu vou'], ['De skate eu vim', 'De skate eu vou'], ['Charlie Brown, Santos'], ['De skate eu vim', 'De skate eu vou']]",201,192812
"[['Eu não busco a perfeição em ninguém', 'Não quero que busquem isso em mim', 'Tá tudo tumultuado eu sei', 'Mas me dá uma trégua', 'Eu vim de longe só pra ver você', 'Tenho muita coisa pra te dizer'], ['Dias difíceis passaram por mim', 'Nada acontece de graça, enfim', 'Até tentei não me deixar levar', 'Mas paguei o preço', 'Isso é passado', 'Mas agora eu sei', 'O valor que as coisas têm pra mim'], ['Tentei me manter consciente', 'No meio disso tudo', 'Eu não sou alienado', 'Mas eu vivo nesse absurdo'], ['Tentei me manter consciente', 'No meio disso tudo', 'Eu não sou alienado', 'Mas eu vivo nesse absurdo'], ['Toda a força que eu vejo em você', 'Tem sido vital pra mim', 'Você ainda é meu melhor pecado', 'É o que eu mais desejo', 'É o meu berço', 'E agora eu sei', 'O quanto conhecer você foi bom pra mim'], ['Dias difíceis passaram por mim', 'Nada acontece de graça, enfim', 'Até tentei não me deixar levar', 'Mas paguei o preço', 'Isso é passado', 'Mas agora eu sei', 'O valor que as coisas têm pra mim'], ['Tentei me manter consciente', 'No meio disso tudo', 'Eu não sou alienado', 'Mas eu vivo nesse absurdo'], ['Tentei me manter consciente', 'No meio disso tudo', 'Eu não sou alienado', 'Mas eu vivo nesse absurdo']]",283,190230
"[['Eu digo foda-se se eles se acharem educados de mais pra mim!', 'Eu digo foda-se se eles se acharem elitizados de mais pra mim!', 'Eu digo foda-se se eles se acharem inteligentes de mais pra mim!', 'Eu digo foda-se se eles se acharem bons de mais pra mim!'], ['Eles são todos iguais!!', 'Eles são todos iguais!!'], ['Meu estilo de vida liberta  minha mente', 'Completamente louco, mas um louco consciente'], ['Eu vivo a vida, é assim que se faz!']]",243,73544
"[['Quero jogar um videogame, e estou aqui cheirando cola', 'Sou o lixo do mundo, a sociedade me ignora', 'Com os olhos de quem quer ter uma oportunidade', 'Com os olhos de quem quer ter uma vida de verdade', '(2X)'], ['Quem tem a mente limitada', 'Evoluir leva mais tempo', 'Segurança me segue na loja do departamento', 'Achei que fosse um cidadão', 'Mas eu sou só um elemento', 'Exposto a qualquer sol, exposto a qualquer tempo'], ['Ah! Mantenha a calma', 'Em quem acreditar?', 'Será que devo confiar?', 'Em quem posso acreditar?', 'Será que essa porra um dia vai mudar?', 'Eu já vi muita coisa, já ouviu muita coisa, deixa pra lá...', 'Mas diz aí, os gringo tão mandando no Brasil', 'O construtor milionário inglês, o rico português', 'O Brasil virou freguês do gringo-americano, há 500 anos, nós entramos pelo cano'], ['Os senhores da guerra são a banalização da vida, irmão', 'E o fim da esperança de milhares de pessoas oprimidas'], ['Charlie Brown Jr.', 'Santos!']]",90,75905
"[['Mudei minha história e foi melhor pra mim', 'Nem sempre o que a vida me pede', 'É aquilo que a vida me dá'], ['Se eu corro atrás do que é melhor pra mim', 'Deve ser porque meu tempo de volta', 'O seu dinheiro não traz'], ['Com o coração na mão', 'Minha mente voa livre, leve, louco, bicho solto', 'Bem melhor, bem melhor', 'Faça da sua vida algo melhor do que já viu', 'E ouviu, se eu não', 'Busco a perfeição em ninguém', 'Não quero que busquem isso em mim'], ['Eles querem que você se sinta mal', 'Pois assim eles se sentem bem', 'Mas tudo que é bom', 'Me lembra você', 'Vem comigo até o fim'], ['Mudei minha história e foi melhor pra mim', 'Nem sempre o que a vida me pede', 'É aquilo que a vida me dá'], ['Leve essa música', 'Me traz um sorriso', 'Leve essa música', 'Me traz um sorriso'], ['Com o coração na mão', 'Eu sou o errado que deu certo', 'Mas quem é que é o errado no mundo dos espertos?', 'Bem melhor, bem melhor', 'Faça da sua vida algo melhor do que já viu', 'E ouviu, se eu não', 'Busco a perfeição em ninguém', 'Não quero que busquem isso em mim'], ['Eles querem que você se sinta mal', 'Pois assim eles se sentem bem', 'Mas tudo que é bom', 'Me lembra você', 'Vem comigo até o fim'], ['Mudei minha história e foi melhor pra mim', 'Nem sempre o que a vida me pede', 'É aquilo que a vida me dá'], ['Leve essa música', 'Me traz um sorriso', 'Leve essa música', 'Me traz um sorriso']]",170,802765
"[['Fomos reprimidos', 'Fomos enganados', 'Somos o seus erros', 'Estamos revoltados'], ['Somos piores do que dizem que somos', 'Somos loucos, insaciáveis', 'Somos feios pá caralho', 'Nós não vivemos de aparência', 'Podemos subornar nossa própria consciência'], ['Playboy você tem quase tudo, mas não tem moral', 'Malokero é malokero', 'Paga pau é paga pau'], ['Somos metralhas'], ['Fomos reprimidos', 'Fomos enganados', 'Somos os seus erros', 'Estamos revoltados'], ['Somos piores do que dizem que somos', 'Somos loucos, insaciáveis', 'Somos feios pá caralho', 'Nós não vivemos de aparência', 'Podemos subornar nossa própria consciência'], ['Playboy você tem quase tudo, mas não tem moral', 'Malokero é malokero', 'Paga pau é paga pau'], ['Playboy você tem quase tudo, mas não tem moral', 'Malokero é malokero', 'Paga pau é paga pau'], ['Playboy você tem quase tudo, mas não tem moral', 'Malokero é malokero', 'Paga pau é paga pau']]",130,61526
"[['Aqui quem menos corre, voa', 'Aqui não tem marcha lenta', 'Aqui só tem cientista', 'O que não existe, nóis inventa!', 'Zica tem de monte, zóião dá até em penca', 'Eu tomo banho de banheira', 'Com champagne e água-benta'], ['Iaew Paulo como que é caralho'], ['Já falei lá com George Bush', 'Ta tudo certo', 'O missil ta a caminho'], ['O homem de moral faz pelo dom pelo dinheiro', 'Para assegurar seu bem estar moral e financeiro', 'O homem imoral trabalha o mês inteiro e revoltado', 'Com o que ganha extermina seu salário num puteiro'], ['Ohh meu Deus', 'Mas de onde saiu essa coisa', 'Sem infância'], ['Eu não preciso jogar praga em você', 'Você já nasceu uma pessoa estúpida', 'Eu não preciso jogar praga em você', 'Você já nasceu essa pessoa estúpida'], ['Muitas drogas vão te oferecer', 'E as suas respostas vão dizer quem é você', 'O mundo livre vai te condenar'], ['É Chorão ta todo mundo louco atrás de você', 'Lá eu não sei o que você fez no hotel', 'Tem até polícia rapaz', 'E vamo embora que nós tamo atrasado caralho'], ['E agora com vocês Charlie Brown'], ['Cuidado com os indicados para o Prêmio Nobel da Paz!']]",127,38840
"[['Não vou mais me importar falar de mim', 'Eu sou, eu nasci, me criei assim', 'Estar com quem eu gosto é o que me faz feliz', 'Eu conheço o lixo e o luxo', 'Eu sei quanto vale uma vida', 'Eu vivo a vida, eu vivo a vida', 'Ela deve ser vivida com liberdade'], ['Eu já fiz a guerra, eu já fiz a paz', 'Eu já fiz a guerra, eu já fiz a paz', 'Eu sou o lixo e sou o luxo, sou o ódio e sou o amor', 'Eu sou o lixo e sou o luxo, sou o ódio e sou o amor'], ['Não vou mais me importar falar de mim', 'Eu sou, eu nasci, me criei assim', 'Estar com quem eu gosto é o que me faz feliz', 'Eu conheço o lixo e o luxo', 'Eu sei quanto vale uma vida', 'Eu vivo a vida, eu vivo a vida', 'Ela deve ser vivida com liberdade'], ['Eu já fiz a guerra, eu já fiz a paz', 'Eu já fiz a guerra, eu já fiz a paz', 'Eu sou o lixo e sou o luxo, sou o ódio e sou o amor', 'Eu sou o lixo e sou o luxo, sou o ódio e sou o amor'], ['Sede de vida, tantos sonhos estranhos', 'Aprendendo a lidar com as perdas, correndo atrás dos ganhos', 'Vivemos e amamos de maneira errada', 'Ganhando a vida no mundão, vivendo a vida na estrada', 'Oh! liberdade...', 'Oh! liberdade...']]",163,249742
[],36,15827
"[['No passo a passo eu chego lá', 'Minha vida é muito louca', 'Eu não dou atenção pro que sai da sua boca', 'Eu vou tocar em frente', 'Porque o bonde aqui não pára', 'Skate, Rock´N Roll, Hip-Hop, é minha cara', 'Eu sou como sou, já falei pra todo mundo', 'Santos é meu lugar', 'Mas eu vivo pelo mundo', 'Original rude boy on the house', 'Original skatebaoard vibration', 'Original rude boy on the house', 'Old school style', 'We dont stop', 'Check it all']]",148,123385
"[['A gente passa a entender melhor a vida', 'Quando encontra o verdadeiro amor', 'Cada escolha, uma renúncia, isso é a vida', 'Estou lutando pra me recompor'], ['De qualquer jeito seu sorriso vai ser meu raio de sol', 'De qualquer jeito seu sorriso vai ser meu raio de sol'], ['O melhor presente Deus me deu', 'A vida me ensinou a lutar pelo que é meu', 'O melhor presente Deus me deu', 'A vida me ensinou a lutar pelo que é meu'], ['Então deixa eu te beijar até você sentir vontade de tirar a roupa', 'Deixa eu acompanhar esse instinto de aventura, de menina solta', 'Deixa minha estrela orbitar e brilhar no céu da sua boca', 'Deixa eu te mostrar que a vida pode ser melhor, mesmo sendo tão louca'], ['De qualquer jeito seu sorriso vai ser meu raio de sol', 'De qualquer jeito seu sorriso vai ser meu raio de sol'], ['O melhor presente Deus me deu', 'A vida me ensinou a lutar pelo que é meu', 'O melhor presente Deus me deu', 'A vida me ensinou a lutar pelo que é meu'], ['Stop', ""They don't love you like I love you"", 'Stop', ""They don't love you like I love you"", 'Stop', 'Yeah, yeah man'], ['A gente passa a entender melhor a vida', 'Quando encontra o verdadeiro amor', 'Cada escolha, uma renúncia, isso é a vida', 'Estou lutando pra me recompor'], ['De qualquer jeito seu sorriso vai ser meu raio de sol', 'De qualquer jeito seu sorriso vai ser meu raio de sol'], ['O melhor presente Deus me deu', 'A vida me ensinou a lutar pelo que é meu', 'O melhor presente Deus me deu', 'A vida me ensinou a lutar pelo que é meu'], ['O melhor presente Deus me deu', 'A vida me ensinou a lutar pelo que é meu', 'O melhor presente Deus me deu', 'A vida me ensinou a lutar pelo que é meu']]",254,1794085
"[['A galera grita quando eu mostro skateboard', 'O pai dela é milionário e não está em casa hoje', 'Sou skatista canibal', 'Viciado em comer gente', 'Minha parada é muito dela', 'Ela não sai da minha mente', '(3x) É quente', 'Complo bateu de frente e então ficou pequeno', 'A cobra venenosa se engasgou com seu veneno', 'Diga à todo mundo que o Chorão tá na parada', 'Chorão não é fraco não, pesa varias toneladas', '(3x) É quente', 'Trabalho, corro atras, o que Deus trás eu digo amém', 'Rico é o cara que com pouco vive bem', 'É quente', '(4x) Falem bem, falem mal, mas falem de mim', 'Chamei minha galera, minha galera é gente boa', 'Aqui todos trabalham mais ninguém tá rindo a toa', 'Bacana também chora mas bacana vive bem', 'A gente só se rala, a gente quer gozar também', '(3x) É quente', '(4x) Falem bem, falem mal, mas falem de mim'], ['Eles falam em crescimento e não fortalecem o povo', 'Num país sem dente é feliz quem come um ovo', 'Manda um alô pra Santos, Rio, São Paulo, São Vicente', 'Pra proxima eleição Chorão pra presidente', '(3x) É quente', '(3x) Falem bem, falem mal, mas falem de mim']]",196,155005
"[['Fico sem saber pra onde eu vou', 'Quando vejo a situação no mundo em que estou', 'Fico sem saber pra onde eu vou', 'Quando vejo a situação no mundo em que estou'], ['Destilar meu ódio', 'Ou só falar de amor', 'Destilar meu ódio', 'Ou só falar de amor', 'Sabe-se lá a diferença', 'Entre os olhos que enxergam', 'E os que não querem enxergar', 'Mas se eu berrar no microfone', 'Onde não existe a paz não existe o amor', 'A subida é longa', 'E o chão é de pedra', 'Dificuldade em domar as próprias pernas', 'O mundo que se move nem sempre a seu favor', 'Você precisa ter coragem pra provar o seu valor', 'Mas ao contrario da vontade esquecida por nós dois', 'O tempo não muda', 'Não deixa nada pra depois', 'Mas se eu puder, viver, amar intensamente', 'Bem mais do que eu odeio tudo ao meu redor', 'A gente tem que provar todo dia quem a gente é'], ['Yamon, Original Skateboard Vibration, Rudeboy', 'In Lan House, Charlie Brown!!'], ['Fico sem saber pra onde eu vou', 'Quando vejo a situação no mundo em que estou', 'Fico sem saber pra onde eu vou', 'Quando vejo a situação no mundo em que estou'], ['Destilar meu ódio', 'Ou só falar de amor', 'Destilar meu ódio', 'Ou só falar de amor'], ['Sabe-se lá a diferença', 'Entre os olhos que enxergam', 'E os que não querem enxergam', 'Mas se eu berrar no microfone', 'Onde não existe a paz não existe o amor', 'A subida é longa', 'E a selva é de pedra', 'Onde os valores apodrecem na miséria', 'No mundo que se move', 'Nem sempre a seu favor', 'Você precisa ter coragem pra provar o seu valor', 'E a vida é como é, e só há um caminho', 'Quem não põem fé em si', 'E Deus, esta sozinho', 'A gente tem que provar todo dia quem a gente é'], ['Dolarizando a bandeira', 'Submetendo a questão', 'A marcha da falência dos valores da nação', 'Quando o salvador é o próprio vilão', 'Ele salva o velho mundo', 'Com uma bala de canhão', 'Eu sou cachorro louco', 'Que anda Solto no mundo', 'Sem tempo pra ser nada', 'Além de um vagabundo', 'Eu vou com uma galera', 'Até o topo do mundo', ""Charlie Brown, Rock N' Roll"", 'Skateboard, quebrando tudo!'], ['Original Skateboard Vibration, Rudeboy', 'In Lan House, Charlie Brown'], ['Fico sem saber pra onde vou', 'Quando vejo a situação', 'No mundo em que estou']]",247,164526
"[['Minha mente, nem sempre tão lúcida', 'É fértil e me deu a voz', 'Minha mente, nem sempre tão lúcida', 'Fez ela se afastar, mas ela vai voltar', 'Mas ela vai voltar'], ['Ela não é', 'Do tipo de mulher que se entrega na primeira', 'Mas melhora na segunda e o paraíso é na terceira', 'Ela tem força, ela tem sensibilidade', 'Ela é guerreira, ela é uma deusa, ela é mulher de verdade'], ['Ela é daquelas que tu gosta na primeira', 'Se apaixona na segunda e perde a linha na terceira', 'Ela é discreta e cultua bons livros', 'E ama os animais, tá ligado, eu sou o bicho'], ['Minha mente, nem sempre tão lúcida', 'É fértil e me deu a voz', 'Minha mente, nem sempre tão lúcida', 'Fez ela se afastar, mas ela vai voltar', 'Mas ela vai voltar'], ['Deixa eu te levar pra ver o mundo, baby', 'Deixa eu te mostrar o melhor que eu posso ser', 'Deixa eu te levar pra ver o mundo, baby', 'Deixa eu te mostrar o melhor que eu posso ser'], ['Ela não é', 'Do tipo de mulher que se entrega na primeira', 'Mas melhora na segunda e o paraíso é na terceira', 'Ela tem força, ela tem sensibilidade', 'Ela é guerreira, ela é uma deusa, ela é mulher de verdade'], ['Ela é daquelas que tu gosta na primeira', 'Se apaixona na segunda e perde a linha na terceira', 'Ela é discreta e cultua bons livros', 'E ama os animais, tá ligado, eu sou o bicho'], ['Minha mente, nem sempre tão lúcida', 'É fértil e me deu a voz', 'Minha mente, nem sempre tão lúcida', 'Fez ela se afastar, mas ela vai voltar', 'Mas ela vai voltar'], ['Fazer da vida o que melhor possa ser', 'Traçar um rumo novo em direção ao Sol', 'Me sinto muito bem quando vejo o pôr-do-Sol', 'Só pra fazer nascer a Lua'], ['Minha mente, nem sempre tão lúcida', 'É fértil e me deu a voz', 'Minha mente, nem sempre tão lúcida', 'Fez ela se afastar, mas ela vai voltar', 'Mas ela vai voltar', 'Mas ela vai voltar', 'Mas ela vai voltar']]",184,2466190
"[['O mundo explodiu lá fora', 'A vida não é mais como devia ser', 'O futuro é aqui e agora', 'Você sorri mais uma noite mesmo sem saber', 'Pra onde vai esse mundo hostil(4x)'], ['Vivo para acreditar que um dia a vida vai mudar', 'Mas realmente é muito difícil', 'Uma visão otimista do mundo em que vivo', 'Vendo várias pessoas no lixo', 'Voltamos a viver como bichos', 'Voltamos ao início do fanatismo ao sacrifício'], ['Síndrome da dúvida absoluta', 'Um bom guerreiro', 'Não foge a luta!'], ['Síndrome da dúvida absoluta', 'Um bom guerreiro', 'Não foge a luta!'], ['O mundo explodiu lá fora', 'A vida não é mais como devia ser', 'O futuro é aqui e agora', 'Você sorri mais uma noite mesmo sem saber', 'Pra onde vai esse mundo hostil(4x)'], ['Vivo para acreditar que um dia a vida vai mudar', 'Mas realmente é muito difícil', 'Uma visão otimista do mundo em que vivo', 'Vendo várias pessoas no lixo', 'Voltamos a viver como bichos', 'Voltamos ao início do fanatismo ao sacrifício'], ['Síndrome da dúvida absoluta', 'Um bom guerreiro', 'Não foge a luta!'], ['Síndrome da dúvida absoluta', 'Um bom guerreiro', 'Não foge a luta!']]",181,164003
"[['Eu não sou o senhor do tempo, mas eu sei que vai chover', 'Me sinto muito bem quando fico com você', 'Eu tenho habilidade de fazer histórias tristes', 'Virarem melodia, vou vivendo o dia a dia'], ['Na paz, na moral, na humilde, busco só sabedoria', 'Aprendendo todo dia, me espelho em você', 'Corro junto com você, vivo junto com você', 'Faço tudo por você'], ['Seguindo em frente com fé e atenção', 'Continuo na missão, continuo por você e por mim', 'Porque quando a casa cai', 'Não dá pra fraquejar, quem é guerreiro tá ligado', 'Que guerreiro é assim'], ['O tempo passa e um dia a gente aprende', 'Hoje eu sei realmente o que faz a minha mente', 'Eu vi o tempo passar, vi pouca coisa mudar', 'Então, tomei um caminho diferente', 'Tanta gente equivocada faz mal uso da palavra', 'Falam, falam o tempo todo, mas não tem nada a dizer', 'Mas eu tenho santo forte, é incrível a minha sorte', 'Agradeço todo tempo por ter encontrado você'], ['O tempo é rei e a vida é uma lição', 'E um dia a gente cresce', 'E conhece nossa essência e ganha experiência', 'E aprende o que é raiz, então cria consciência'], ['Tem gente que reclama da vida o tempo todo', 'Mas a lei da vida é quem dita o fim do jogo', 'Eu vi de perto o que neguinho é capaz por dinheiro', 'Eu conheci o próprio lobo na pele de um cordeiro', 'Infelizmente a gente tem que tá ligado o tempo inteiro', 'Ligado nos pilantra e também nos bagunceiro', 'E a gente se pergunta por que a vida é assim?', 'É difícil pra você e é difícil pra mim'], ['Eu não sou o senhor do tempo, mas eu sei que vai chover', 'Me sinto muito bem quando fico com você', 'Eu tenho habilidade de fazer histórias tristes', 'Virarem melodia, vou vivendo o dia a dia'], ['Na paz, na moral, na humilde, busco só sabedoria', 'Aprendendo todo dia, me espelho em você', 'Corro junto com você, vivo junto com você, faço tudo por você'], ['Vivendo nesse mundo louco, hoje só na brisa', 'Viver pra ser melhor também é jeito de levar a vida'], ['O tempo passa e um dia a gente aprende', 'Hoje eu sei realmente o que faz a minha mente', 'Eu vi o tempo passar e pouca coisa mudar', 'Então, tomei um caminho diferente', 'Tanta gente equivocada faz mal uso da palavra', 'Falam, falam o tempo todo, mas não tem nada a dizer', 'Mas eu tenho santo forte, é incrível a minha sorte', 'Agradeço todo tempo ter encontrado você'], ['Vem que o bom astral vai dominar o mundo', 'Eu já briguei com a vida, hoje eu vivo bem com todo mundo aí', 'Na maior moral Charlie Brown!'], ['Vivendo nesse mundo louco, hoje só na brisa', 'Viver pra ser melhor também é um jeito de levar a vida']]",206,5816259
"[['Deixa eu ser como eu sou!', 'Deixa eu ser quem eu sou!'], ['Se quiserem me internar não deixem', 'Deixem me exercer minha loucura em paz', 'Se quiserem me internar não deixem', 'Deixem me exercer minha loucura em paz', 'Porque eu nasci pra ser maluco', 'E te fazer a tradução', 'Do que é ser um bom maluco', 'Do que é ser um maluco sangue bom'], ['Porque eu nasci pra ser maluco', 'E te fazer a tradução', 'Do que é ser um bom maluco', 'Do que é ser um maluco sangue bom', 'Yeah!'], ['Deixa eu ser como eu sou!'], ['Se quiseram me internar não deixem', 'Deixem me exercer minha loucura em paz', 'Se quiserem me internar não deixem', 'Deixem me exercer minha loucura em paz', 'Porque eu nasci pra ser maluco', 'E te fazer a tradução', 'Do que é ser um bom maluco', 'Do que é ser um maluco sangue bom'], ['Porque eu nasci pra ser maluco', 'E te fazer a tradução', 'Do que é ser um bom maluco', 'Do que é ser um maluco sangue bom', 'Yeah!'], ['Liberdade acima de tudo', 'De bem com a vida e de bem com o mundo', 'Liberdade acima de tudo', 'Yeah!'], ['Se quiseram me internar não deixem', 'Deixem me exercer minha loucura em paz', 'Se quiserem me internar não deixem', 'Deixem me exercer minha loucura em paz'], ['Porque eu nasci pra ser maluco', 'E te fazer a tradução', 'Do que é ser um bom maluco', 'O que é ser um maluco sangue bom(2x)'], ['Yeah!']]",194,182660
"[['Caminhando e cantando e seguindo a canção', 'Somos todos iguais braços dados ou não', 'Nas escolas nas ruas, campos, construções', 'Caminhando e cantado e seguindo a canção'], ['Então, vem vamos embora que esperar não é saber', 'Quem sabe faz a hora e não espera acontecer', 'Então, vem vamos embora que esperar não é saber', 'Quem sabe faz a hora e não espera acontecer'], ['Pelos campos a fome em grandes plantações', 'Pelas ruas marchando indecisos cordões', 'Ainda fazem da flor seu mais forte refrão', 'E acreditam nas flores vencendo o canhão'], ['Então, vem vamos embora que esperar não é saber', 'Quem sabe faz a hora e não espera acontecer', 'Então, vem vamos embora que esperar não é saber', 'Quem sabe faz a hora e não espera acontecer'], ['Há soldados armados, amados ou não', 'Quase todos perdidos de armas na mão', 'Nos quartéis lhes ensinam uma antiga lição:', 'De morrer pela pátria e viver sem razão'], ['Então, vem vamos embora que esperar não é saber', 'Quem sabe faz a hora e não espera acontecer', 'Então, vem vamos embora que esperar não é saber', 'Quem sabe faz a hora e não espera acontecer'], ['Nas escolas, nas ruas, campos, construções', 'Somos todos soldados, armados ou não', 'Caminhando e cantando e seguindo a canção', 'Somos todos iguais, braços dados ou não'], ['Os amores na mente, as flores no chão', 'A certeza na frente, a história na mão', 'Caminhando e cantando e seguindo a canção', 'Aprendendo e ensinando uma nova lição'], ['Então, vem vamos embora que esperar não é saber', 'Quem sabe faz a hora e não espera acontecer', 'Então, vem vamos embora que esperar não é saber', 'Quem sabe faz a hora e não espera acontecer.']]",350,371896
"[['Não adianta esperar atitude de quem não tem', 'Não é ele que vai tá lá quando você precisar', 'Não adianta esperar pelo trem que já passou', 'Um dia eu paro você, vou te fazer enxergar'], ['Abrir seus olhos e fazer você enxergar quem eu sou', 'Abrir seus olhos pra você gostar de mim como eu sou'], ['Acorda pra ver que eu só te quero bem', 'Deixa a chuva te avisar que o sol vai brilhar pra você', 'Eu pude contemplar sua beleza enquanto você sorria'], ['Abrir seus olhos e fazer você enxergar quem eu sou', 'Abrir seus olhos pra você gostar de mim como eu sou'], ['Eu que não sabia que o amor era simples e pleno', 'Fico feliz por estar vivendo e aprendendo', 'Então, deixa a chuva te avisar que o sol vai brilhar pra você'], ['Abrir seus olhos e fazer você enxergar quem eu sou', 'Abrir seus olhos pra você gostar de mim como eu sou']]",119,480711
